station,degC,degC_1,days,mm,hours
Eastbourne,2006,11,13.9,7.2,0
Eastbourne,2006,12,10.4,5.9,0
Eastbourne,2007,1,10.3,6.3,3
Eastbourne,2007,2,10.2,5.4,0
Eastbourne,2007,3,11.7,5.2,1
Eastbourne,2007,4,17.1,8.5,0
Eastbourne,2007,5,16.6,10.6,0
Eastbourne,2007,6,19.5,13.1,0
Eastbourne,2007,7,19.8,13.9,0
Eastbourne,2007,8,20.8,13.8,0
Eastbourne,2007,9,19.2,11.8,0
Eastbourne,2007,10,15.9,8.7,0
Eastbourne,2007,11,12.1,6.0,2
Eastbourne,2007,12,9.7,4.3,9
Eastbourne,2008,1,10.4,6.1,0
Eastbourne,2008,2,10.3,3.0,4
Eastbourne,2008,3,10.5,4.7,1
Eastbourne,2008,4,13.6,6.2,2
Eastbourne,2008,5,18.9,11.3,0
Eastbourne,2008,6,19.4,12.9,0
Eastbourne,2008,7,20.9,14.5,0
Eastbourne,2008,8,20.0,15.4,0
Eastbourne,2008,9,18.3,12.0,0
Eastbourne,2008,10,15.0,8.2,0
Eastbourne,2008,11,11.8,6.8,0
Eastbourne,2008,12,7.9,2.8,7
Eastbourne,2009,1,6.7,1.7,10
Eastbourne,2009,2,8.7,3.2,4
Eastbourne,2009,3,11.4,4.1,0
Eastbourne,2009,4,14.4,7.9,0
Eastbourne,2009,5,17.1,10.1,0
Eastbourne,2009,6,19.8,12.4,0
Eastbourne,2009,7,20.6,14.8,0
Eastbourne,2009,8,21.9,15.0,0
Eastbourne,2009,9,19.9,13.2,0
Eastbourne,2009,10,16.2,10.9,0
Eastbourne,2009,11,13.3,9.2,0
Eastbourne,2009,12,8.5,2.7,9
Eastbourne,2010,1,5.3,0.8,12
Eastbourne,2010,2,7.1,1.8,12
Eastbourne,2010,3,9.8,4.1,3
Eastbourne,2010,4,13.7,5.8,0
Eastbourne,2010,5,15.0,7.5,0
Eastbourne,2010,6,20.2,12.5,0
Eastbourne,2010,7,22.0,15.4,0
Eastbourne,2010,8,20.6,14.2,0
Eastbourne,2010,9,18.7,11.5,0
Eastbourne,2010,10,15.5,9.3,0
Eastbourne,2010,11,10.1,5.0,5
Eastbourne,2010,12,4.8,-0.5,16
Eastbourne,2011,1,7.8,3.6,2
Eastbourne,2011,2,9.3,5.1,0
Eastbourne,2011,3,10.6,3.9,1
Eastbourne,2011,4,17.3,9.1,0
Eastbourne,2011,5,16.7,10.4,0
Eastbourne,2011,6,19.0,12.1,0
Eastbourne,2011,7,20.1,13.4,0
Eastbourne,2011,8,20.2,14.9,0
Eastbourne,2011,9,19.7,13.2,0
Eastbourne,2011,10,16.8,10.7,0
Eastbourne,2011,11,13.9,9.8,0
Eastbourne,2011,12,10.7,5.0,1
Eastbourne,2012,1,9.8,5.0,0
Eastbourne,2012,2,7.3,1.4,13
Eastbourne,2012,3,12.6,5.5,0
Eastbourne,2012,4,12.3,5.3,0
Eastbourne,2012,5,16.8,10.0,0
Eastbourne,2012,6,17.7,12.3,0
Eastbourne,2012,7,19.8,13.7,0
Eastbourne,2012,8,21.4,15.2,0
Eastbourne,2012,9,18.8,11.2,0
Eastbourne,2012,10,14.8,9.2,0
Eastbourne,2012,11,11.4,6.2,0
Eastbourne,2012,12,9.6,4.3,5
Eastbourne,2013,1,7.3,3.1,9
Eastbourne,2013,2,6.4,2.3,2
Eastbourne,2013,3,6.8,2.5,5
Eastbourne,2013,4,11.3,4.9,2
Eastbourne,2013,5,15.1,7.8*,0*
Eastbourne,2013,6,18.1,11.7,0
Eastbourne,2013,7,22.5,14.9,0
Eastbourne,2013,8,22.0,14.9,0
Eastbourne,2013,9,19.0,11.9,0
Eastbourne,2013,10,16.7,11.0,0
Eastbourne,2013,11,11.1,5.6,0
Eastbourne,2013,12,10.8,4.8,0
Eastbourne,2014,1,10.4,5.0,0
Eastbourne,2014,2,10.5,5.2,0
Eastbourne,2014,3,12.5,4.7,0
Eastbourne,2014,4,14.7,7.1,0
Eastbourne,2014,5,15.4*,9.8*,0*
Eastbourne,2014,6,20.2,12.5,0
Eastbourne,2014,7,22.3,15.2,0
Eastbourne,2014,8,20.5,13.7,0
Eastbourne,2014,9,20.6,13.1,0
Eastbourne,2014,10,17.6,11.2,0
Eastbourne,2014,11,13.1*,8.9*,0*
Eastbourne,2014,12,9.5*,3.9*,3*
Eastbourne,2015,1,9.1,3.5,6
Eastbourne,2015,2,8.6,2.2,5
Eastbourne,2015,3,10.8,5.1,0
Eastbourne,2015,4,14.4,6.0,0
Eastbourne,2015,5,15.3,9.3,0
Eastbourne,2015,6,19.6,11.5,0
Eastbourne,2015,7,20.5,14.2,0
Eastbourne,2015,8,21.0,14.7,0
Eastbourne,2015,9,18.2,10.3,0
Eastbourne,2015,10,15.5,9.4,0
Eastbourne,2015,11,13.8,9.1,1
Eastbourne,2015,12,13.5,9.9,0
Eastbourne,2016,1,9.9,4.5,3
Eastbourne,2016,2,9.8,3.9,3
Eastbourne,2016,3,10.6,3.9,1
Eastbourne,2016,4,12.7,5.8,0
Eastbourne,2016,5,17.0,10.0,0
Eastbourne,2016,6,19.1,12.9,0
Eastbourne,2016,7,21.2,14.9,0
Eastbourne,2016,8,21.9,14.7,0
Eastbourne,2016,9,21.3,14.2,0
Eastbourne,2016,10,16.2,9.1,0
Eastbourne,2016,11,11.9,4.9,1
Eastbourne,2016,12,10.9,5.1,1
Eastbourne,2017,1,8.0,1.1,11
Eastbourne,2017,2,9.6,4.8,0
Eastbourne,2017,3,13.0,6.6,0
Eastbourne,2017,4,14.5,5.7,0
Eastbourne,2017,5,17.4,10.2,0
Eastbourne,2017,6,20.6,13.4,0
Eastbourne,2017,7,21.9,15.3,0
Eastbourne,2017,8,21.4,13.5,0
Eastbourne,2017,9,18.9,11.4,0
Eastbourne,2017,10,16.3*,10.2,0
Eastbourne,2017,11,11.4*,5.7,1
Eastbourne,2017,12,9.0*,3.4*,7*
Eastbourne,2018,1,9.5,5.0*,0*
Eastbourne,2018,2,6.5*,1.0*,8*
Eastbourne,2018,3,8.4*,3.7*,4*
Eastbourne,2018,4,13.7*,8.1*,0*
Eastbourne,2018,5,18.4*,10.0*,0*
Eastbourne,2018,6,20.4,13.0,0
Eastbourne,2018,7,24.8,16.5,0
Eastbourne,2018,8,22.4,14.6*,0*
Eastbourne,2018,9,19.4,12.2,0
Eastbourne,2018,10,16.7,9.4*,0*
Eastbourne,2018,11,12.1,8.0,0
Eastbourne,2018,12,10.7*,6.2*,0*
Eastbourne,2019,1,7.8,2.1,6
Eastbourne,2019,2,10.6,4.8,2
Eastbourne,2019,3,12.2,6.7,0
Eastbourne,2019,4,14.1,6.9,0
Eastbourne,2019,5,16.4,8.9,0
Eastbourne,2019,6,18.9,12.9,0
Eastbourne,2019,7,22.2,15.0,0
Eastbourne,2019,8,22.2,15.4,0
Eastbourne,2019,9,20.3,13.3,0
Eastbourne,2019,10,15.4*,10.5*,0*
Eastbourne,2019,11,10.9*,6.2*,0*
Eastbourne,2019,12,10.3,5.0,3
Eastbourne,2020,1,10.0*,5.8*,1*
Eastbourne,2020,2,10.4,5.5,0
Eastbourne,2020,3,10.3*,5.5*,0*
Eastbourne,2020,4,15.1,7.5,0
Eastbourne,2020,5,18.2,10.1,0
Eastbourne,2020,6,20.2,13.2,0
Eastbourne,2020,7,21.5,14.2,0
Eastbourne,2020,8,23.2*,17.0*,0*
Eastbourne,2020,9,20.5,12.8,0
Eastbourne,2020,10,15.0,9.8,0
Eastbourne,2020,11,13.3,7.6,0
Eastbourne,2020,12,9.5,4.7,2
Eastbourne,2021,1,7.5*,2.7*,4*
Eastbourne,2021,2,8.4*,4.5*,5*
Eastbourne,2021,3,10.6*,4.6*,2*
Eastbourne,2021,4,11.1*,3.2*,1*
Eastbourne,2021,5,14.2*,8.0*,0*
Eastbourne,2021,6,19.5*,13.8*,0*
Eastbourne,2021,7,21.2*,15.2*,0*
Eastbourne,2021,8,19.7*,14.4*,0*
Eastbourne,2021,9,20.7*,14.3*,0*
Eastbourne,2021,10,16.3*,11.3*,0*
Eastbourne,2021,11,11.8*,6.5*,0*
Eastbourne,2021,12,10.2*,6.6*,0*
Eastbourne,2022,1,9.4*,3.6*,2*
Eskdalemuir,1911,1,---,---,---
Eskdalemuir,1911,2,---,---,---
Eskdalemuir,1911,3,---,---,---
Eskdalemuir,1911,4,---,---,---
Eskdalemuir,1911,5,---,---,---
Eskdalemuir,1911,6,---,---,---
Eskdalemuir,1911,7,---,---,---
Eskdalemuir,1911,8,---,---,---
Eskdalemuir,1911,9,---,---,---
Eskdalemuir,1911,10,---,---,---
Eskdalemuir,1911,11,---,---,---
Eskdalemuir,1911,12,---,---,---
Eskdalemuir,1912,1,---,---,---
Eskdalemuir,1912,2,---,---,---
Eskdalemuir,1912,3,---,---,---
Eskdalemuir,1912,4,---,---,---
Eskdalemuir,1912,5,---,---,---
Eskdalemuir,1912,6,---,---,---
Eskdalemuir,1912,7,---,---,---
Eskdalemuir,1912,8,---,---,---
Eskdalemuir,1912,9,---,---,---
Eskdalemuir,1912,10,---,---,---
Eskdalemuir,1912,11,---,---,---
Eskdalemuir,1912,12,---,---,---
Eskdalemuir,1913,1,---,---,---
Eskdalemuir,1913,2,---,---,---
Eskdalemuir,1913,3,---,---,---
Eskdalemuir,1913,4,---,---,---
Eskdalemuir,1913,5,---,---,---
Eskdalemuir,1913,6,---,---,---
Eskdalemuir,1913,7,---,---,---
Eskdalemuir,1913,8,---,---,---
Eskdalemuir,1913,9,---,---,---
Eskdalemuir,1913,10,---,---,---
Eskdalemuir,1913,11,---,---,---
Eskdalemuir,1913,12,---,---,---
Eskdalemuir,1914,1,4.4,0.1,---
Eskdalemuir,1914,2,6.8,1.3,---
Eskdalemuir,1914,3,6.4,-0.1,---
Eskdalemuir,1914,4,12.4,1.0,---
Eskdalemuir,1914,5,12.2,3.6,---
Eskdalemuir,1914,6,16.7,6.6,---
Eskdalemuir,1914,7,17.7,8.8,---
Eskdalemuir,1914,8,17.4,8.4,---
Eskdalemuir,1914,9,14.9,5.9,---
Eskdalemuir,1914,10,11.3,4.2,---
Eskdalemuir,1914,11,7.6,1.9,---
Eskdalemuir,1914,12,4.7,-0.1,---
Eskdalemuir,1915,1,4.1,-0.8,---
Eskdalemuir,1915,2,4.4,-1.0,---
Eskdalemuir,1915,3,6.7,-1.1,---
Eskdalemuir,1915,4,9.9,0.8,---
Eskdalemuir,1915,5,13.3,1.8,---
Eskdalemuir,1915,6,16.7,5.8,---
Eskdalemuir,1915,7,16.1,7.1,---
Eskdalemuir,1915,8,16.8,8.7,---
Eskdalemuir,1915,9,15.0,5.5,---
Eskdalemuir,1915,10,10.8,2.9,---
Eskdalemuir,1915,11,4.1,-3.8,---
Eskdalemuir,1915,12,4.7,-0.5,---
Eskdalemuir,1916,1,7.6,2.5,---
Eskdalemuir,1916,2,3.9,-1.3,---
Eskdalemuir,1916,3,3.2,-1.8,---
Eskdalemuir,1916,4,9.6,1.1,---
Eskdalemuir,1916,5,12.9,2.9,---
Eskdalemuir,1916,6,14.2,5.1,---
Eskdalemuir,1916,7,17.4,8.4,---
Eskdalemuir,1916,8,18.4,8.8,---
Eskdalemuir,1916,9,14.4,6.3,---
Eskdalemuir,1916,10,10.6,3.4,---
Eskdalemuir,1916,11,7.9,2.9,---
Eskdalemuir,1916,12,3.6,-1.4,---
Eskdalemuir,1917,1,2.0,-1.7,---
Eskdalemuir,1917,2,2.1,-3.8,---
Eskdalemuir,1917,3,4.6,-2.9,---
Eskdalemuir,1917,4,6.8,-1.7,---
Eskdalemuir,1917,5,14.2,4.1,---
Eskdalemuir,1917,6,16.2,5.5,---
Eskdalemuir,1917,7,18.1,7.8,---
Eskdalemuir,1917,8,16.8,9.9,---
Eskdalemuir,1917,9,14.6,7.3,---
Eskdalemuir,1917,10,8.3,1.2,---
Eskdalemuir,1917,11,8.8,3.6,---
Eskdalemuir,1917,12,3.8,-2.5,---
Eskdalemuir,1918,1,3.8,-2.2,---
Eskdalemuir,1918,2,6.7,2.4,---
Eskdalemuir,1918,3,6.4,-0.2,---
Eskdalemuir,1918,4,9.4,0.4,---
Eskdalemuir,1918,5,14.9,4.6,---
Eskdalemuir,1918,6,15.5,4.7,---
Eskdalemuir,1918,7,17.0,7.3,---
Eskdalemuir,1918,8,16.7,8.9,---
Eskdalemuir,1918,9,12.0,4.1,---
Eskdalemuir,1918,10,10.0,3.9,---
Eskdalemuir,1918,11,6.6,-1.3,---
Eskdalemuir,1918,12,6.3,1.2,---
Eskdalemuir,1919,1,3.5,-0.9,---
Eskdalemuir,1919,2,2.9,-2.9,---
Eskdalemuir,1919,3,3.9,-3.8,---
Eskdalemuir,1919,4,9.4,0.6,---
Eskdalemuir,1919,5,16.4,5.5,---
Eskdalemuir,1919,6,15.5,6.2,---
Eskdalemuir,1919,7,17.1,6.1,---
Eskdalemuir,1919,8,17.0,7.5,---
Eskdalemuir,1919,9,13.9,5.6,---
Eskdalemuir,1919,10,9.8,2.8,---
Eskdalemuir,1919,11,3.6,-2.0,---
Eskdalemuir,1919,12,5.1,0.1,---
Eskdalemuir,1920,1,4.9,-0.7,---
Eskdalemuir,1920,2,6.7,0.1,---
Eskdalemuir,1920,3,7.1,1.0,---
Eskdalemuir,1920,4,8.9,1.6,---
Eskdalemuir,1920,5,12.8,4.2,---
Eskdalemuir,1920,6,16.3,6.4,---
Eskdalemuir,1920,7,14.8,8.0,---
Eskdalemuir,1920,8,15.6,7.3,---
Eskdalemuir,1920,9,14.1,5.7,---
Eskdalemuir,1920,10,12.9,4.1,---
Eskdalemuir,1920,11,8.8,3.5,---
Eskdalemuir,1920,12,4.9,-0.3,---
Eskdalemuir,1921,1,7.3,1.5,---
Eskdalemuir,1921,2,6.3,-0.4,---
Eskdalemuir,1921,3,7.4,1.2,---
Eskdalemuir,1921,4,11.1,0.6,---
Eskdalemuir,1921,5,13.2,2.6,---
Eskdalemuir,1921,6,17.1,6.3,---
Eskdalemuir,1921,7,19.3,9.0,---
Eskdalemuir,1921,8,16.1,7.7,---
Eskdalemuir,1921,9,15.2,5.8,---
Eskdalemuir,1921,10,13.5,6.4,---
Eskdalemuir,1921,11,6.1,-0.2,---
Eskdalemuir,1921,12,7.7,1.4,---
Eskdalemuir,1922,1,3.7,-1.6,---
Eskdalemuir,1922,2,4.5,-1.1,---
Eskdalemuir,1922,3,6.9,-0.7,---
Eskdalemuir,1922,4,8.6,-2.6,---
Eskdalemuir,1922,5,12.0,3.6,---
Eskdalemuir,1922,6,15.2,5.8,---
Eskdalemuir,1922,7,14.6,6.2,---
Eskdalemuir,1922,8,14.6,7.2,---
Eskdalemuir,1922,9,13.4,5.1,---
Eskdalemuir,1922,10,10.2,2.5,---
Eskdalemuir,1922,11,7.8,1.2,---
Eskdalemuir,1922,12,6.0,0.8,---
Eskdalemuir,1923,1,7.1,1.8,---
Eskdalemuir,1923,2,4.8,0.9,---
Eskdalemuir,1923,3,8.7,1.3,---
Eskdalemuir,1923,4,8.4,0.7,---
Eskdalemuir,1923,5,10.6,2.2,---
Eskdalemuir,1923,6,14.8,5.7,---
Eskdalemuir,1923,7,18.0,10.7,---
Eskdalemuir,1923,8,15.9,7.2,---
Eskdalemuir,1923,9,13.1,5.6,---
Eskdalemuir,1923,10,10.2,4.2,---
Eskdalemuir,1923,11,4.6,-1.5,---
Eskdalemuir,1923,12,4.2,-1.3,---
Eskdalemuir,1924,1,5.3,-0.2,---
Eskdalemuir,1924,2,4.9,-0.1,---
Eskdalemuir,1924,3,6.6,-4.1,---
Eskdalemuir,1924,4,9.2,-0.8,---
Eskdalemuir,1924,5,11.8,4.7,---
Eskdalemuir,1924,6,14.9,6.8,---
Eskdalemuir,1924,7,15.9,8.9,---
Eskdalemuir,1924,8,15.1,8.1,---
Eskdalemuir,1924,9,13.7,6.4,---
Eskdalemuir,1924,10,11.1,4.3,---
Eskdalemuir,1924,11,8.4,1.8,---
Eskdalemuir,1924,12,7.8,3.3,---
Eskdalemuir,1925,1,6.1,1.4,---
Eskdalemuir,1925,2,4.5,-0.2,---
Eskdalemuir,1925,3,6.9,-0.2,---
Eskdalemuir,1925,4,9.3,0.4,---
Eskdalemuir,1925,5,12.6,5.4,---
Eskdalemuir,1925,6,17.9,6.7,---
Eskdalemuir,1925,7,19.2,9.0,---
Eskdalemuir,1925,8,17.2,8.2,---
Eskdalemuir,1925,9,12.9,4.7,---
Eskdalemuir,1925,10,11.4,4.8,---
Eskdalemuir,1925,11,4.9,-2.3,---
Eskdalemuir,1925,12,3.4,-2.7,---
Eskdalemuir,1926,1,5.3,0.7,---
Eskdalemuir,1926,2,6.4,1.6,---
Eskdalemuir,1926,3,7.7,1.1,---
Eskdalemuir,1926,4,11.1,2.2,---
Eskdalemuir,1926,5,12.0,2.6,---
Eskdalemuir,1926,6,15.8,6.6,---
Eskdalemuir,1926,7,18.6,9.8,---
Eskdalemuir,1926,8,17.3,9.1,---
Eskdalemuir,1926,9,14.8,6.8,---
Eskdalemuir,1926,10,8.9,1.6,---
Eskdalemuir,1926,11,6.4,0.6,---
Eskdalemuir,1926,12,5.9,0.7,---
Eskdalemuir,1927,1,4.9,0.1,---
Eskdalemuir,1927,2,5.7,-1.3,---
Eskdalemuir,1927,3,8.1,0.9,---
Eskdalemuir,1927,4,8.9,0.4,---
Eskdalemuir,1927,5,12.7,2.8,---
Eskdalemuir,1927,6,13.6,4.7,---
Eskdalemuir,1927,7,18.0,10.1,---
Eskdalemuir,1927,8,17.1,8.9,---
Eskdalemuir,1927,9,13.6,5.4,---
Eskdalemuir,1927,10,11.8,4.0,---
Eskdalemuir,1927,11,6.9,0.8,---
Eskdalemuir,1927,12,1.8,-1.6,---
Eskdalemuir,1928,1,5.8,0.3,---
Eskdalemuir,1928,2,6.8,0.5,---
Eskdalemuir,1928,3,6.1,0.5,---
Eskdalemuir,1928,4,10.1,1.8,---
Eskdalemuir,1928,5,13.6,3.7,---
Eskdalemuir,1928,6,13.7,4.7,---
Eskdalemuir,1928,7,15.8,8.6,---
Eskdalemuir,1928,8,16.5,8.4,---
Eskdalemuir,1928,9,14.0,4.9,---
Eskdalemuir,1928,10,10.8,3.6,---
Eskdalemuir,1928,11,8.2,2.9,---
Eskdalemuir,1928,12,4.7,-2.2,---
Eskdalemuir,1929,1,2.6,-2.5,---
Eskdalemuir,1929,2,2.1,-3.9,---
Eskdalemuir,1929,3,10.7,-2.2,---
Eskdalemuir,1929,4,8.2,-0.7,---
Eskdalemuir,1929,5,13.9,3.9,---
Eskdalemuir,1929,6,15.0,6.1,---
Eskdalemuir,1929,7,17.2,8.3,---
Eskdalemuir,1929,8,15.8,8.3,---
Eskdalemuir,1929,9,15.9,6.5,---
Eskdalemuir,1929,10,10.3,3.0,---
Eskdalemuir,1929,11,7.2,1.6,---
Eskdalemuir,1929,12,5.6,0.8,---
Eskdalemuir,1930,1,5.3,0.2,---
Eskdalemuir,1930,2,3.6,-3.4,---
Eskdalemuir,1930,3,5.7,-0.8,---
Eskdalemuir,1930,4,9.9,2.8,---
Eskdalemuir,1930,5,13.9,3.6,---
Eskdalemuir,1930,6,17.6,6.8,---
Eskdalemuir,1930,7,16.4,9.4,---
Eskdalemuir,1930,8,16.8,9.4,---
Eskdalemuir,1930,9,14.6,7.1,---
Eskdalemuir,1930,10,10.7,4.8,---
Eskdalemuir,1930,11,6.6,-0.1,---
Eskdalemuir,1930,12,4.9,0.4,---
Eskdalemuir,1931,1,3.8,-1.9,---
Eskdalemuir,1931,2,4.2,-0.6,---
Eskdalemuir,1931,3,5.7,-2.3,---
Eskdalemuir,1931,4,9.7,0.9,---
Eskdalemuir,1931,5,13.3,4.1,---
Eskdalemuir,1931,6,14.5,6.6,---
Eskdalemuir,1931,7,16.3,9.8,---
Eskdalemuir,1931,8,16.5,7.3,---
Eskdalemuir,1931,9,13.8,3.7,---
Eskdalemuir,1931,10,10.7,2.3,---
Eskdalemuir,1931,11,8.1,3.4,---
Eskdalemuir,1931,12,6.5,1.9,---
Eskdalemuir,1932,1,7.3,1.7,---
Eskdalemuir,1932,2,6.4,-1.7,---
Eskdalemuir,1932,3,6.7,-1.1,---
Eskdalemuir,1932,4,8.7,-0.4,---
Eskdalemuir,1932,5,12.3,3.8,---
Eskdalemuir,1932,6,17.6,6.1,---
Eskdalemuir,1932,7,16.8,10.0,---
Eskdalemuir,1932,8,17.4,9.3,---
Eskdalemuir,1932,9,13.7,5.8,---
Eskdalemuir,1932,10,9.5,1.9,---
Eskdalemuir,1932,11,7.3,1.3,---
Eskdalemuir,1932,12,6.4,2.3,---
Eskdalemuir,1933,1,3.7,-2.7,---
Eskdalemuir,1933,2,5.1,-0.7,---
Eskdalemuir,1933,3,9.6,0.3,---
Eskdalemuir,1933,4,10.5,2.9,---
Eskdalemuir,1933,5,14.2,5.8,---
Eskdalemuir,1933,6,18.7,7.5,---
Eskdalemuir,1933,7,19.9,10.4,---
Eskdalemuir,1933,8,19.0,9.1,---
Eskdalemuir,1933,9,17.2,7.4,---
Eskdalemuir,1933,10,11.4,3.8,---
Eskdalemuir,1933,11,6.7,0.2,---
Eskdalemuir,1933,12,3.6,-0.8,---
Eskdalemuir,1934,1,5.7,-0.1,---
Eskdalemuir,1934,2,7.3,0.7,---
Eskdalemuir,1934,3,6.2,-1.7,---
Eskdalemuir,1934,4,8.9,0.9,---
Eskdalemuir,1934,5,13.2,3.9,---
Eskdalemuir,1934,6,17.4,6.9,---
Eskdalemuir,1934,7,20.4,10.0,---
Eskdalemuir,1934,8,16.6,8.0,---
Eskdalemuir,1934,9,15.8,7.1,---
Eskdalemuir,1934,10,10.9,4.3,---
Eskdalemuir,1934,11,7.0,0.8,---
Eskdalemuir,1934,12,7.5,4.3,---
Eskdalemuir,1935,1,5.6,0.1,---
Eskdalemuir,1935,2,6.0,-0.1,---
Eskdalemuir,1935,3,8.4,1.7,---
Eskdalemuir,1935,4,9.4,1.4,---
Eskdalemuir,1935,5,13.6,2.2,---
Eskdalemuir,1935,6,16.2,7.8,---
Eskdalemuir,1935,7,18.6,8.2,---
Eskdalemuir,1935,8,18.2,8.4,---
Eskdalemuir,1935,9,14.2,5.7,---
Eskdalemuir,1935,10,10.0,3.0,---
Eskdalemuir,1935,11,7.0,0.9,---
Eskdalemuir,1935,12,2.9,-2.4,---
Eskdalemuir,1936,1,3.2,-1.4,---
Eskdalemuir,1936,2,3.8,-2.8,---
Eskdalemuir,1936,3,7.7,0.8,---
Eskdalemuir,1936,4,9.4,-1.0,---
Eskdalemuir,1936,5,14.8,3.5,---
Eskdalemuir,1936,6,17.6,7.0,---
Eskdalemuir,1936,7,16.8,9.2,---
Eskdalemuir,1936,8,17.7,8.7,---
Eskdalemuir,1936,9,16.0,8.4,---
Eskdalemuir,1936,10,11.3,2.8,---
Eskdalemuir,1936,11,6.4,0.3,---
Eskdalemuir,1936,12,6.1,0.7,---
Eskdalemuir,1937,1,5.7,0.6,---
Eskdalemuir,1937,2,4.8,-0.4,---
Eskdalemuir,1937,3,3.9,-3.2,---
Eskdalemuir,1937,4,10.9,3.3,---
Eskdalemuir,1937,5,14.7,4.9,---
Eskdalemuir,1937,6,15.8,7.1,---
Eskdalemuir,1937,7,17.6,9.2,---
Eskdalemuir,1937,8,18.7,8.9,---
Eskdalemuir,1937,9,14.4,6.0,---
Eskdalemuir,1937,10,11.5,4.3,---
Eskdalemuir,1937,11,7.1,0.6,---
Eskdalemuir,1937,12,2.8,-2.1,---
Eskdalemuir,1938,1,6.1,1.1,---
Eskdalemuir,1938,2,6.3,0.3,---
Eskdalemuir,1938,3,9.8,3.7,---
Eskdalemuir,1938,4,11.3,0.0,---
Eskdalemuir,1938,5,12.4,3.2,---
Eskdalemuir,1938,6,15.1,6.9,---
Eskdalemuir,1938,7,16.0,7.6,---
Eskdalemuir,1938,8,17.8,8.4,---
Eskdalemuir,1938,9,15.3,6.9,---
Eskdalemuir,1938,10,11.0,5.0,---
Eskdalemuir,1938,11,9.0,3.8,---
Eskdalemuir,1938,12,5.1,0.1,---
Eskdalemuir,1939,1,3.9,-1.2,---
Eskdalemuir,1939,2,6.3,0.9,---
Eskdalemuir,1939,3,7.6,0.7,---
Eskdalemuir,1939,4,10.5,1.8,---
Eskdalemuir,1939,5,14.3,4.5,---
Eskdalemuir,1939,6,17.4,6.6,---
Eskdalemuir,1939,7,17.1,8.8,---
Eskdalemuir,1939,8,18.3,9.3,---
Eskdalemuir,1939,9,15.3,7.0,---
Eskdalemuir,1939,10,10.0,2.1,---
Eskdalemuir,1939,11,8.5,2.7,---
Eskdalemuir,1939,12,4.7,-0.9,---
Eskdalemuir,1940,1,0.8,-6.3,---
Eskdalemuir,1940,2,3.1,-1.4,---
Eskdalemuir,1940,3,6.8,-0.7,---
Eskdalemuir,1940,4,9.9,1.2,---
Eskdalemuir,1940,5,16.0,4.4,---
Eskdalemuir,1940,6,20.4,6.1,---
Eskdalemuir,1940,7,16.4,7.9,---
Eskdalemuir,1940,8,16.7,7.8,---
Eskdalemuir,1940,9,13.7,4.6,---
Eskdalemuir,1940,10,10.7,4.3,---
Eskdalemuir,1940,11,7.6,2.0,---
Eskdalemuir,1940,12,5.0,-0.2,---
Eskdalemuir,1941,1,0.6,-4.3,---
Eskdalemuir,1941,2,3.3,-2.7,---
Eskdalemuir,1941,3,6.0,-1.9,---
Eskdalemuir,1941,4,7.9,0.4,---
Eskdalemuir,1941,5,12.6,2.1,---
Eskdalemuir,1941,6,17.0,6.6,---
Eskdalemuir,1941,7,18.2,8.4,---
Eskdalemuir,1941,8,16.1,7.9,---
Eskdalemuir,1941,9,16.4,8.4,---
Eskdalemuir,1941,10,11.8,4.2,---
Eskdalemuir,1941,11,7.7,1.0,---
Eskdalemuir,1941,12,6.5,0.6,---
Eskdalemuir,1942,1,2.1,-2.8,---
Eskdalemuir,1942,2,1.7,-5.1,---
Eskdalemuir,1942,3,5.9,-1.4,---
Eskdalemuir,1942,4,11.9,1.2,---
Eskdalemuir,1942,5,13.8,2.7,---
Eskdalemuir,1942,6,16.2,5.6,---
Eskdalemuir,1942,7,17.2,7.6,---
Eskdalemuir,1942,8,16.4,10.2,---
Eskdalemuir,1942,9,14.1,6.7,---
Eskdalemuir,1942,10,10.8,4.7,---
Eskdalemuir,1942,11,7.4,-0.6,---
Eskdalemuir,1942,12,7.3,1.7,---
Eskdalemuir,1943,1,4.7,0.1,---
Eskdalemuir,1943,2,7.6,1.9,---
Eskdalemuir,1943,3,8.9,0.4,---
Eskdalemuir,1943,4,11.4,3.7,---
Eskdalemuir,1943,5,14.0,2.8,---
Eskdalemuir,1943,6,16.0,6.7,---
Eskdalemuir,1943,7,17.8,8.0,---
Eskdalemuir,1943,8,16.1,8.2,---
Eskdalemuir,1943,9,14.4,5.6,---
Eskdalemuir,1943,10,11.8,4.3,---
Eskdalemuir,1943,11,7.3,1.2,---
Eskdalemuir,1943,12,4.9,0.0,---
Eskdalemuir,1944,1,6.6,1.1,---
Eskdalemuir,1944,2,5.2,-1.4,---
Eskdalemuir,1944,3,8.2,-0.8,---
Eskdalemuir,1944,4,11.3,3.9,---
Eskdalemuir,1944,5,12.9,3.3,---
Eskdalemuir,1944,6,15.6,6.6,---
Eskdalemuir,1944,7,17.7,9.8,---
Eskdalemuir,1944,8,18.4,8.8,---
Eskdalemuir,1944,9,13.8,4.8,---
Eskdalemuir,1944,10,10.3,2.7,---
Eskdalemuir,1944,11,6.4,0.7,---
Eskdalemuir,1944,12,4.8,0.2,---
Eskdalemuir,1945,1,1.9,-4.3,---
Eskdalemuir,1945,2,7.3,1.7,---
Eskdalemuir,1945,3,9.8,1.3,---
Eskdalemuir,1945,4,11.7,1.7,---
Eskdalemuir,1945,5,13.7,3.9,---
